1001,5.234017331724555
1,7.0
2,4.0
3,4.0
4,3.0
5,12.0
6,5.0
7,16.0
8,9.0
9,9.0
10,3.0
11,5.0
12,4.0
13,9.0
14,25.0
15,6.0
16,7.0
17,2.0
18,5.0
19,13.0
20,12.0
21,35.0
22,9.0
23,4.0
24,6.0
25,5.0
26,5.0
27,9.0
28,0.0
29,10.0
30,4.0
31,1.0
32,10.0
33,8.0
34,14.0
35,25.0
36,6.0
37,6.0
38,0.0
39,15.0
40,9.0
41,16.0
42,9.0
43,1.0
44,0.0
45,2.0
46,4.0
47,2.0
48,1.0
49,0.0
50,2.0
51,3.0
52,4.0
53,8.0
54,9.0
55,8.0
56,12.0
57,9.0
58,3.0
59,5.0
60,5.0
61,13.0
62,5.0
63,10.0
64,5.0
65,6.0
66,10.0
67,9.0
68,6.0
69,11.0
70,20.0
71,5.0
72,3.0
73,1.0
74,4.0
75,2.0
76,6.0
77,22.0
78,7.0
79,3.0
80,3.0
81,5.0
82,6.0
83,0.0
84,17.0
85,10.0
86,5.0
87,9.0
88,7.0
89,7.0
90,10.0
91,13.0
92,0.0
93,8.0
94,9.0
95,16.0
96,6.0
97,4.0
98,20.0
99,0.0
100,8.0
101,4.0,1.33507
102,6.0,4.64545
103,6.0,7.1642
104,7.0,5.6144
105,20.0,19.6894
106,6.0,5.30398
107,13.0,4.42861
108,4.0,2.09662
109,8.0,8.49323
110,3.0,10.3358
111,10.0,7.87053
112,14.0,26.9926
113,11.0,4.76709
1002,0.7058799753492828
1,1.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,1.0
17,0.0
18,1.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,1.0
25,2.0
26,0.0
27,0.0
28,0.0
29,0.0
30,1.0
31,0.0
32,0.0
33,0.0
34,2.0
35,2.0
36,0.0
37,2.0
38,0.0
39,1.0
40,2.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,1.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,1.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,1.0
78,0.0
79,0.0
80,0.0
81,0.0
82,1.0
83,0.0
84,2.0
85,0.0
86,0.0
87,0.0
88,2.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,1.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0,0.0146707
102,0.0,0.252575
103,0.0,0.0811495
104,1.0,0.00943026
105,2.0,0.00943026
106,0.0,0.396578
