1301,1,1,1,4,0,0,41.69611307420495,0,339.66600000000017,2765.8000000000034,0.283
1302,1,1,1,4,0,0,72.70642201834862,0,339.66600000000017,2765.8000000000034,0.436
1205,1,1,1,4,0,0,5.555555555555556,0,339.66600000000017,2765.8000000000034,0.072
2312,1,1,1,4,0,0,12.5,2,339.66600000000017,2765.8000000000034,1.0
1308,1,1,1,4,0,0,0.9157368218545594,0,339.66600000000017,2765.8000000000034,12.995000000000001
1203,1,1,1,4,0,0,8.433563592035755,0,339.66600000000017,2765.8000000000034,34.454
1202,1,1,1,4,0,0,3.8935852809547487,0,339.66600000000017,2765.8000000000034,2.011
3321,1,1,1,4,0,0,3.75,0,339.66600000000017,2765.8000000000034,2.0
3007,1,1,1,4,0,1,3.9,2,339.66600000000017,2765.8000000000034,2.0
3006,1,1,1,4,0,0,16.95,3,339.66600000000017,2765.8000000000034,4.0
3412,1,1,1,4,0,1,69.45,0,339.66600000000017,2765.8000000000034,2.0
3002,1,1,1,4,0,0,6.9,3,339.66600000000017,2765.8000000000034,2.0
3008,1,1,1,4,0,0,31.433333333333334,3,339.66600000000017,2765.8000000000034,3.0
2309,1,1,1,4,0,0,2.5,2,339.66600000000017,2765.8000000000034,4.0
2201,1,1,1,4,0,1,5.855614973262032,4,339.66600000000017,2765.8000000000034,12.342
2202,1,1,1,4,0,1,9.069969578444155,4,339.66600000000017,2765.8000000000034,4.602
2203,1,1,1,4,0,0,3.95,5,339.66600000000017,2765.8000000000034,2.0
2204,1,1,1,4,0,1,20.021818181818183,4,339.66600000000017,2765.8000000000034,2.75
2205,1,1,1,4,0,1,8.033333333333333,4,339.66600000000017,2765.8000000000034,1.7999999999999998
2206,1,1,1,4,0,0,11.30558183538316,5,339.66600000000017,2765.8000000000034,4.228
2207,1,1,1,4,0,0,6.9,5,339.66600000000017,2765.8000000000034,2.0
2208,1,1,1,4,0,0,10.266666666666666,5,339.66600000000017,2765.8000000000034,3.0
2209,1,1,1,4,0,1,14.033333333333331,4,339.66600000000017,2765.8000000000034,3.0
2303,1,1,1,4,0,0,4.0,2,339.66600000000017,2765.8000000000034,1.0
2302,1,1,1,4,0,0,4.0,2,339.66600000000017,2765.8000000000034,1.0
2305,1,1,1,4,0,0,2.0,2,339.66600000000017,2765.8000000000034,2.0
2304,1,1,1,4,0,1,1.9,1,339.66600000000017,2765.8000000000034,1.0
2307,1,1,1,4,0,1,2.75,1,339.66600000000017,2765.8000000000034,6.0
2306,1,1,1,4,0,0,3.3,2,339.66600000000017,2765.8000000000034,1.0
3118,1,1,1,4,0,0,70.0,0,339.66600000000017,2765.8000000000034,1.0
1503,1,1,1,4,0,0,6.5,4,339.66600000000017,2765.8000000000034,1.0
1501,1,1,1,4,0,1,4.9,3,339.66600000000017,2765.8000000000034,1.0
1521,1,1,1,4,0,0,13.13386086383119,4,339.66600000000017,2765.8000000000034,12.132
1505,1,1,1,4,0,1,8.290909090909091,3,339.66600000000017,2765.8000000000034,11.0
1403,1,1,1,4,0,0,15.989583333333332,0,339.66600000000017,2765.8000000000034,0.384
2014,1,1,1,4,0,1,1.5923076923076922,4,339.66600000000017,2765.8000000000034,13.0
1508,1,1,1,4,0,0,6.5,4,339.66600000000017,2765.8000000000034,1.0
2011,1,1,1,4,0,1,5.171428571428572,4,339.66600000000017,2765.8000000000034,7.0
2013,1,1,1,4,0,0,4.659999999999999,5,339.66600000000017,2765.8000000000034,5.0
1518,1,1,1,4,0,1,5.1225000000000005,3,339.66600000000017,2765.8000000000034,40.0
1201,1,1,1,4,0,0,3.7007481296758105,0,339.66600000000017,2765.8000000000034,50.12499999999999
2005,1,1,1,4,0,1,3.9,4,339.66600000000017,2765.8000000000034,1.0
3319,1,1,1,4,0,0,2.0,0,339.66600000000017,2765.8000000000034,1.0
2103,1,1,1,4,0,0,9.9,0,339.66600000000017,2765.8000000000034,1.0
1103,1,1,1,4,0,0,57.760416666666664,0,339.66600000000017,2765.8000000000034,0.768
2008,1,1,1,4,0,0,2.5714285714285716,5,339.66600000000017,2765.8000000000034,7.0
3018,1,1,1,4,0,1,7.314285714285715,2,339.66600000000017,2765.8000000000034,14.0
2009,1,1,1,4,0,0,6.15,5,339.66600000000017,2765.8000000000034,2.0
3119,1,1,1,4,0,0,9.0,0,339.66600000000017,2765.8000000000034,2.0
2105,1,1,1,4,0,0,24.375,0,339.66600000000017,2765.8000000000034,4.0
3117,1,1,1,4,0,0,10.0,0,339.66600000000017,2765.8000000000034,1.0
3013,1,1,1,4,0,0,12.9,3,339.66600000000017,2765.8000000000034,2.0
3010,1,1,1,4,0,0,1.8,3,339.66600000000017,2765.8000000000034,1.0
3011,1,1,1,4,0,0,10.5,3,339.66600000000017,2765.8000000000034,1.0
3016,1,1,1,4,0,1,9.49,2,339.66600000000017,2765.8000000000034,10.0
2002,1,1,1,4,0,1,14.766666666666666,4,339.66600000000017,2765.8000000000034,3.0
2316,1,1,1,4,0,0,15.0,2,339.66600000000017,2765.8000000000034,1.0
2001,1,1,1,4,0,0,1.5,5,339.66600000000017,2765.8000000000034,6.0
2006,1,1,1,4,0,0,17.376122381110743,5,339.66600000000017,2765.8000000000034,6.013999999999999
2007,1,1,1,4,0,1,18.704968944099384,4,339.66600000000017,2765.8000000000034,3.2199999999999998
1101,1,1,1,4,0,0,6.98,0,339.66600000000017,2765.8000000000034,0.5
1515,1,1,1,4,0,1,25.753715498938426,3,339.66600000000017,2765.8000000000034,0.9420000000000001
2101,1,1,1,4,0,0,26.875,0,339.66600000000017,2765.8000000000034,4.0
1004,1,1,1,4,0,0,15.796874999999998,0,339.66600000000017,2765.8000000000034,0.64
3227,1,1,1,4,0,0,6.18,0,339.66600000000017,2765.8000000000034,5.0
1001,1,1,1,4,0,0,24.318181818181817,0,339.66600000000017,2765.8000000000034,0.968
1301,1,2,2,5,0,0,23.117076808351978,0,427.57099999999974,3253.500000000003,1.341
1205,1,2,2,5,0,0,39.57627118644068,0,427.57099999999974,3253.500000000003,0.118
