1004,1,1,1,4,0,1,0,0,0,0,0,0,313,2765.8,1
1004,2,1,2,5,0,1,0,0,1,0,0,0,338,3253.5,3
1004,3,1,3,6,0,1,0,0,3,1,0,0,283,2400,3
1004,4,1,4,0,0,1,0,0,3,3,1,1,343,2521.6,2
1004,5,1,5,1,0,0,0,0,2,3,3,1,381,3026.9,1
1004,6,1,6,2,0,0,0,0,1,2,3,1,408,3971.4,1
1004,7,1,7,3,0,0,0,0,1,1,2,1,506,5036.5,6
1004,8,1,8,4,0,0,0,0,6,1,1,2,348,3020.9,1
1004,9,1,9,5,1,0,0,0,1,6,1,2,351,2778.3,1
1004,10,1,10,6,0,1,0,0,1,1,6,2,372,3400.4,0
1004,11,1,11,0,0,1,0,0,0,1,1,1,347,3027.7,3
1004,12,1,12,1,0,0,0,0,3,0,1,1,346,3602.9,1
1004,13,1,13,2,0,0,0,0,1,3,0,1,372,2734.6,0
1004,14,1,14,3,0,0,0,0,0,1,3,1,433,4843.7,3
1004,15,1,15,4,0,0,0,0,3,0,1,1,365,2747.53,3
1004,16,1,16,5,1,0,0,0,3,3,0,1,399,3266.1,1
1004,17,1,17,6,0,1,0,0,1,3,3,1,347,2963.5,2
1004,18,1,18,0,0,1,0,0,2,1,3,1,411,3583.8,0
1004,19,1,19,1,0,0,0,0,0,2,1,1,523,5109.34,1
1004,20,1,20,2,0,0,0,0,1,0,2,1,411,3398.1,1
1004,21,1,21,3,0,0,0,0,1,1,0,1,591,5471.6,7
1004,22,1,22,4,0,0,0,0,7,1,1,2,406,3187.54,6
1004,23,1,23,5,1,0,0,0,6,7,1,2,380,4228.8,0
1004,24,1,24,6,0,1,0,0,0,6,7,2,330,3586.2,0
1004,25,1,25,0,0,1,0,0,0,0,6,2,379,3600,3
1004,26,1,26,1,0,0,0,0,3,0,0,2,400,3768.6,0
1004,27,1,27,2,0,0,0,0,0,3,0,2,401,3860.63,2
1004,28,1,28,3,0,0,0,0,2,0,3,2,685,6867,5
1004,29,1,29,4,0,0,0,0,5,2,0,2,359,2962.93,2
1004,30,1,30,5,1,0,0,0,2,5,2,1,305,2781,1
1004,31,1,31,6,0,1,0,0,1,2,5,1,467,4427.62,2
1004,32,2,1,0,0,1,0,0,2,1,2,2,383,3726.9,0
1004,33,2,2,1,0,0,0,0,0,2,1,1,378,3724.43,3
1004,34,2,3,2,0,0,0,0,3,0,2,2,420,16069.9,2
1004,35,2,4,3,0,0,0,0,2,3,0,2,9,45.7,6
1004,36,2,5,4,0,0,0,0,1,2,3,1,292,3711.89,1
1004,37,2,6,5,1,0,0,0,1,1,2,1,357,4059.9,0
1004,38,2,7,6,0,1,0,0,0,1,1,1,337,3226.6,0
1004,39,2,8,0,0,1,0,0,0,0,1,1,326,3500.7,1
1004,40,2,9,1,0,0,0,0,1,0,0,1,516,7401.2,0
1004,41,2,10,2,0,0,0,0,0,1,0,0,381,5229.9,3
1004,42,2,11,3,0,0,0,0,3,0,1,0,505,8437.99,9
1004,43,2,12,4,0,0,0,0,9,3,0,2,432,4557.6,6
1004,44,2,13,5,1,0,0,0,6,9,3,2,429,6608.8,4
1004,45,2,14,6,0,1,0,0,4,6,9,3,0,0,2
1004,46,2,15,0,1,0,0,0,0,4,6,3,503,7037.43,3
1004,47,2,16,1,1,0,0,0,3,0,4,3,779,11571.1,3
1004,48,2,17,2,1,0,0,0,3,3,0,4,758,10792,2
1004,49,2,18,3,0,1,0,0,2,3,3,3,946,14565.3,1
1004,50,2,19,4,0,1,0,0,1,2,3,2,85,1636.9,0
1004,51,2,20,5,0,1,0,0,0,1,2,1,93,1572.1,0
1004,52,2,21,6,0,1,0,0,0,0,1,1,240,3076,0
1004,53,2,22,0,0,1,0,0,0,0,0,1,219,2954.4,1
1004,54,2,23,1,0,1,0,0,1,0,0,1,194,2119.5,2
1004,55,2,24,2,0,1,0,0,2,1,0,0,317,3321.8,0
1004,56,2,25,3,0,0,0,0,0,2,1,0,296,2467.6,0
1004,57,2,26,4,0,0,0,0,0,0,2,0,218,1780.6,0
1004,58,2,27,5,1,0,0,0,0,0,0,0,255,2218.53,1
1004,59,2,28,6,0,1,0,0,1,0,0,0,283,2541.7,0
1004,60,3,1,0,0,1,0,0,0,1,0,0,304,3275.7,0
1004,61,3,2,1,0,0,0,0,0,0,1,0,298,2323.1,5
1004,62,3,3,2,0,0,0,0,5,0,0,0,264,2230.1,2
1004,63,3,4,3,0,0,0,0,2,5,0,1,468,4039.5,4
1004,64,3,5,4,0,0,0,0,4,2,5,1,251,2457.4,1
1004,65,3,6,5,1,0,0,0,1,4,2,1,303,2687.5,1
1004,66,3,7,6,0,1,0,0,1,1,4,1,211,2560.4,1
1004,67,3,8,0,0,1,0,0,1,1,1,2,294,2894.09,1
1004,68,3,9,1,0,0,0,0,1,1,1,2,335,3365.8,2
1004,69,3,10,2,0,0,0,0,2,1,1,1,262,2173.7,1
1004,70,3,11,3,0,0,0,0,1,2,1,1,454,3620.97,5
1004,71,3,12,4,0,0,0,0,5,1,2,1,344,2695.4,1
1004,72,3,13,5,1,0,0,0,1,5,1,1,327,2370.4,2
1004,73,3,14,6,0,1,0,0,2,1,5,1,438,3333.91,3
1004,74,3,15,0,0,1,0,0,3,2,1,2,312,2494.6,3
1004,75,3,16,1,0,0,0,0,3,3,2,2,324,2677.1,1
1004,76,3,17,2,0,0,0,0,1,3,3,2,286,2552.6,0
1004,77,3,18,3,0,0,0,0,0,1,3,2,526,4602.06,1
1004,78,3,19,4,0,0,0,0,1,0,1,1,314,2189.6,0
1004,79,3,20,5,1,0,0,0,0,1,0,1,215,2053.2,0
1004,80,3,21,6,0,1,0,0,0,0,1,1,338,3317,1
1004,81,3,22,0,0,1,0,0,1,0,0,0,300,2548.7,4
