1001,20150101,5.99996
1001,20150102,4.4504
1001,20150103,6.26944
1001,20150104,9.14055
1001,20150105,8.74529
1001,20150106,9.09536
1001,20150107,15.3909
1001,20150108,4.93228
1001,20150109,5.74844
1001,20150110,8.6376
1001,20150111,11.7046
1001,20150112,7.23113
1001,20150113,6.66017
1001,20150114,13.7215
1001,20150115,6.40609
1001,20150116,6.38728
1001,20150117,4.81374
1001,20150118,5.93994
1001,20150119,6.08289
1001,20150120,7.4356
1001,20150121,16.2564
1001,20150122,6.51895
1001,20150123,8.42043
1001,20150124,5.7144
1001,20150125,5.71349
1001,20150126,4.55773
1001,20150127,7.41911
1001,20150128,12.0587
1001,20150129,8.97809
1001,20150130,8.97809
1001,20150131,4.34719
1001,20150201,6.85282
1001,20150202,8.65622
1001,20150203,7.76876
1001,20150204,12.8817
1001,20150205,8.07085
1001,20150206,4.37367
1001,20150207,4.88213
1001,20150208,5.4092
1001,20150209,9.75255
1001,20150210,5.51509
1001,20150211,12.5276
1001,20150212,5.71655
1001,20150213,6.08501
1001,20150214,8.99697
1001,20150215,6.50355
1001,20150216,6.2593
1001,20150217,8.43811
1001,20150218,17.6964
1001,20150219,3.64641
1001,20150220,2.19019
1001,20150221,1.33801
1001,20150222,4.19905
1001,20150223,3.45418
1001,20150224,6.87863
1001,20150225,20.9879
1001,20150226,6.82421
1001,20150227,3.77033
1001,20150228,3.07315
1001,20150301,4.6357
1001,20150302,5.01476
1001,20150303,7.4551
1001,20150304,23.9419
1001,20150305,9.61798
1001,20150306,4.09352
1001,20150307,1.88817
1001,20150308,8.62546
1001,20150309,8.08132
1001,20150310,11.7619
1001,20150311,22.0534
1001,20150312,6.34801
1001,20150313,6.44054
1001,20150314,4.03736
1001,20150315,8.07911
1001,20150316,9.75465
1001,20150317,11.9071
1001,20150318,19.4973
1001,20150319,7.22587
1001,20150320,7.22587
1001,20150321,2.2428
1001,20150322,3.90343
1001,20150323,5.02327
1001,20150324,6.56214
1001,20150325,5.25644
1001,20150326,3.05756
1001,20150327,3.20756
1001,20150328,3.72278
1001,20150329,7.03439
1001,20150330,8.58195
1001,20150331,8.58195
1001,20150401,17.9288
1001,20150402,7.402
1001,20150403,7.5242
1001,20150404,5.78554
1001,20150405,5.55238
1001,20150406,1.84531
1001,20150407,8.03526
1001,20150408,20.8389
1001,20150409,6.789
1001,20150410,3.87406
1001,20150411,2.85139
1001,20150412,5.196
1001,20150413,8.40948
1001,20150414,9.67061
1001,20150415,17.3555
1001,20150416,7.27698
1001,20150417,4.26124
1001,20150418,3.49309
1001,20150419,3.91344
1001,20150420,7.14669
1001,20150421,8.75714
1001,20150422,17.6961
1001,20150423,6.19512
1001,20150424,5.15446
1001,20150425,3.46412
1001,20150426,5.74941
1001,20150427,10.4245
1001,20150428,12.6639
1001,20150429,23.8503
1001,20150430,6.57168
1002,20150101,1.696
1002,20150102,0.0634032
1002,20150103,0.0182541
1002,20150104,1.51628
1002,20150105,0.073888
1002,20150106,0.104041
1002,20150107,0.0487485
1002,20150108,0.018053
1002,20150109,0.325855
1002,20150110,0.143397
1002,20150111,0.71642
1002,20150112,0.323807
1002,20150113,0.323807
1002,20150114,0.355271
1002,20150115,0.165704
1002,20150116,0.546592
1002,20150117,0.0141078
1002,20150118,0.174114
1002,20150119,0.141811
1002,20150120,0.06471
1002,20150121,0.902668
1002,20150122,0.837889
1002,20150123,0.605123
1002,20150124,0.556884
1002,20150125,0.831051
1002,20150126,0.267667
1002,20150127,0.0419869
1002,20150128,0.0856231
1002,20150129,-0.00990415
1002,20150130,0.0188401
1002,20150131,0.0126362
1002,20150201,0.066849
1002,20150202,0.0534378
1002,20150203,-0.00500727
1002,20150204,0.182992
1002,20150205,0.100517
1002,20150206,0.061095
1002,20150207,0.114643
1002,20150208,0.0790836
1002,20150209,0.0610024
1002,20150210,0.0610024
1002,20150211,0.699784
1002,20150212,0.0211318
1002,20150213,0.0281579
1002,20150214,0.0115618
1002,20150215,0.0924906
1002,20150216,0.021382
1002,20150217,0.021382
1002,20150218,0.0188603
1002,20150219,-0.178138
1002,20150220,-0.0705811
1002,20150221,0.133579
1002,20150222,0.302059
1002,20150223,0.156303
1002,20150224,0.166599
1002,20150225,0.848557
1002,20150226,0.0142791
1002,20150227,0.0844848
1002,20150228,0.134686
1002,20150301,1.84049
1002,20150302,0.019183
1002,20150303,0.019183
1002,20150304,0.0754175
1002,20150305,0.108669
1002,20150306,0.58288
1002,20150307,0.0253937
1002,20150308,0.117341
1002,20150309,0.0790279
1002,20150310,1.31881
1002,20150311,1.37237
1002,20150312,0.253466
1002,20150313,1.16118
1002,20150314,0.836709
1002,20150315,0.521231
1002,20150316,1.35918
1002,20150317,0.0448263
1002,20150318,0.0597176
1002,20150319,0.0327803
1002,20150320,0.0414156
1002,20150321,0.0464026
1002,20150322,0.906841
1002,20150323,0.37345
1002,20150324,0.36956
1002,20150325,0.23831
1002,20150326,-0.0039283
1002,20150327,0.13378
1002,20150328,0.13378
1002,20150329,0.824244
1002,20150330,0.0546933
1002,20150331,0.603868
1002,20150401,0.213762
1002,20150402,0.0235748
1002,20150403,0.0527492
1002,20150404,-0.0127819
1002,20150405,0.263581
1002,20150406,0.343867
1002,20150407,0.448991
1002,20150408,1.00257
1002,20150409,0.260643
1002,20150410,0.637693
1002,20150411,0.268553
1002,20150412,-0.00132394
1002,20150413,0.309407
1002,20150414,0.220396
1002,20150415,0.346115
1002,20150416,0.0971141
1002,20150417,0.0447599
1002,20150418,0.0294237
1002,20150419,0.150195
1002,20150420,0.0309145
1002,20150421,0.0217082
1002,20150422,0.00180137
1002,20150423,0.497093
1002,20150424,0.343842
1002,20150425,0.36606
1002,20150426,0.670812
1002,20150427,0.0125138
1002,20150428,-0.0316789
1002,20150429,0.0424313
1002,20150430,0.0716219
1004,20150101,0.466231
1004,20150102,0.466231
1004,20150103,0.856601
1004,20150104,0.353107
1004,20150105,3.63855
1004,20150106,4.6094
1004,20150107,4.25251
1004,20150108,1.82899
1004,20150109,1.28572
1004,20150110,0.261028
1004,20150111,0.548613
1004,20150112,1.47953
1004,20150113,2.46871
1004,20150114,4.61887
1004,20150115,2.26965
1004,20150116,1.87856
1004,20150117,1.71479
1004,20150118,1.77226
1004,20150119,3.36039
1004,20150120,5.24394
1004,20150121,4.81602
1004,20150122,2.11091
1004,20150123,0.761199
1004,20150124,1.6504
1004,20150125,1.15729
1004,20150126,1.53314
1004,20150127,1.02106
1004,20150128,1.67651
1004,20150129,3.49729
1004,20150130,1.10846
1004,20150131,1.10846
1004,20150201,0.285777
1004,20150202,3.49965
1004,20150203,2.10538
1004,20150204,3.87456
1004,20150205,1.22599
1004,20150206,1.06859
1004,20150207,0.984713
1004,20150208,1.12601
1004,20150209,1.86893
1004,20150210,1.55383
1004,20150211,3.9984
1004,20150212,1.26864
1004,20150213,1.65355
1004,20150214,2.56993
1004,20150215,2.5159
1004,20150216,0.925912
1004,20150217,0.188689
1004,20150218,2.17453
1004,20150219,0.64469
1004,20150220,0.340973
1004,20150221,1.04141
1004,20150222,3.67579
1004,20150223,0.339856
1004,20150224,1.14503
1004,20150225,0.655569
1004,20150226,2.8628
1004,20150227,1.12325
1004,20150228,1.36065
1004,20150301,0.287471
1004,20150302,2.25324
1004,20150303,2.20624
1004,20150304,5.2303
1004,20150305,1.11769
1004,20150306,0.0710196
1004,20150307,0.12617
1004,20150308,1.10465
1004,20150309,0.386758
1004,20150310,2.99652
1004,20150311,6.34681
1004,20150312,4.77111
1004,20150313,3.08804
1004,20150314,1.84408
1004,20150315,1.83571
1004,20150316,2.09209
1004,20150317,2.11941
1004,20150318,4.55551
1004,20150319,2.77732
1004,20150320,0.950204
1004,20150321,0.165867
1004,20150322,0.97138
1004,20150323,2.72881
1004,20150324,0.501723
1004,20150325,0.374914
1004,20150326,0.701012
1004,20150327,1.00349
1004,20150328,0.251804
1004,20150329,0.41703
1004,20150330,0.933297
1004,20150331,0.933297
1004,20150401,4.74337
1004,20150402,1.6214
1004,20150403,0.845762
1004,20150404,2.09991
1004,20150405,1.95341
1004,20150406,1.27653
1004,20150407,1.65205
1004,20150408,5.40114
1004,20150409,1.12583
1004,20150410,0.484277
1004,20150411,1.69795
1004,20150412,2.20695
1004,20150413,1.11923
1004,20150414,1.07548
1004,20150415,3.09018
1004,20150416,2.39948
1004,20150417,1.17961
1004,20150418,0.975497
1004,20150419,1.26825
1004,20150420,1.0393
1004,20150421,2.60385
1004,20150422,5.65244
1004,20150423,3.33696
1004,20150424,0.1621
1004,20150425,0.177152
1004,20150426,2.24012
1004,20150427,1.64468
1004,20150428,1.80769
1004,20150429,3.24326
1004,20150430,2.05188
1005,20150101,0.318162
