±àÂë,¿Í»§Á¿
1001,3.0,6.0,7.0,5.0,9.0,5.0,28.0,7.0,4.0,4.0,3.0,12.0,5.0,16.0,9.0,9.0,3.0,5.0,4.0,9.0,25.0,6.0,7.0,2.0,5.0,13.0,12.0,35.0,9.0,4.0,6.0,5.0,5.0,9.0,0.0,10.0,4.0,1.0,10.0,8.0,14.0,25.0,6.0,6.0,10.0,15.0,9.0,16.0,9.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,2.0,3.0,4.0,8.0,9.0,8.0,12.0,9.0,3.0,5.0,5.0,13.0,5.0,10.0,5.0,6.0,10.0,9.0,6.0,11.0,20.0,5.0,3.0,1.0,4.0,2.0,6.0,22.0,7.0,3.0,3.0,5.0,6.0,12.0,17.0,10.0,5.0,9.0,7.0,7.0,10.0,13.0,10.0,8.0,9.0,16.0,6.0,4.0,20.0,14.0,8.0,4.0,6.0,6.0,7.0,20.0,6.0,13.0,4.0,8.0,3.0,10.0,14.0,11.0
1002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1004,1.0,3.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,7.0,6.0,0.0,0.0,3.0,0.0,2.0,5.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,9.0,6.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,7.0,4.0,2.0,1.0,0.0,3.0,0.0,4.0,5.0,4.0,2.0,2.0,1.0,7.0,5.0,6.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0
1005,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0
1102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0
1103,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1201,64.0,66.0,52.0,71.0,115.0,96.0,105.0,87.0,63.0,63.0,94.0,110.0,85.0,85.0,88.0,103.0,82.0,111.0,139.0,128.0,142.0,106.0,82.0,75.0,95.0,111.0,102.0,161.0,75.0,84.0,99.0,68.0,109.0,88.0,2.0,74.0,75.0,77.0,73.0,115.0,78.0,81.0,93.0,67.0,81.0,95.0,125.0,109.0,122.0,14.0,17.0,46.0,55.0,42.0,88.0,81.0,52.0,74.0,50.0,80.0,91.0,78.0,85.0,67.0,64.0,37.0,72.0,90.0,77.0,99.0,89.0,95.0,148.0,68.0,84.0,85.0,124.0,86.0,43.0,59.0,73.0,105.0,66.0,111.0,68.0,54.0,72.0,40.0,99.0,122.0,145.0,60.0,81.0,91.0,68.0,58.0,86.0,105.0,88.0,72.0,92.0,89.0,100.0,83.0,112.0,102.0,92.0,93.0,79.0,109.0,82.0,148.0,83.0,109.0,78.0,111.0,111.0,72.0,116.0,50.0
1202,5.0,5.0,9.0,12.0,13.0,9.0,15.0,6.0,14.0,4.0,10.0,8.0,18.0,9.0,8.0,10.0,7.0,8.0,20.0,16.0,12.0,12.0,10.0,8.0,13.0,4.0,11.0,15.0,13.0,5.0,5.0,8.0,13.0,11.0,1.0,14.0,7.0,16.0,10.0,14.0,9.0,13.0,11.0,4.0,5.0,6.0,10.0,10.0,7.0,0.0,1.0,1.0,0.0,0.0,6.0,4.0,1.0,4.0,10.0,6.0,9.0,5.0,3.0,4.0,4.0,2.0,8.0,15.0,4.0,11.0,7.0,3.0,14.0,7.0,12.0,5.0,9.0,2.0,6.0,2.0,4.0,9.0,4.0,14.0,9.0,2.0,10.0,4.0,7.0,12.0,16.0,4.0,6.0,6.0,6.0,6.0,8.0,13.0,8.0,4.0,9.0,11.0,5.0,7.0,5.0,4.0,3.0,7.0,3.0,9.0,12.0,9.0,7.0,6.0,5.0,8.0,5.0,5.0,7.0,7.0
