1001,5,1,1,0.0,3.0
1001,6,2,1,0.0,6.0
1001,7,3,0,0.0,7.0
1001,8,4,0,0.0,5.0
1001,9,5,0,0.0,9.0
1001,10,6,0,0.0,5.0
1001,4,7,0,0.0,28.0
1001,5,8,0,0.0,7.0
1001,6,9,0,0.0,4.0
1001,7,10,0,0.0,4.0
1001,8,11,0,0.0,3.0
1001,9,12,0,0.0,12.0
1001,10,13,0,0.0,5.0
1001,4,14,0,0.0,16.0
1001,5,15,0,0.0,9.0
1001,6,16,0,0.0,9.0
1001,7,17,0,0.0,3.0
1001,8,18,0,0.0,5.0
1001,9,19,0,0.0,4.0
1001,10,20,0,0.0,9.0
1001,4,21,0,0.0,25.0
1001,5,22,0,0.0,6.0
1001,6,23,0,0.0,7.0
1001,7,24,0,0.0,2.0
1001,8,25,0,0.0,5.0
1001,9,26,0,0.0,13.0
1001,10,27,0,0.0,12.0
1001,4,28,0,0.0,35.0
1001,5,29,0,0.0,9.0
1001,6,30,0,0.0,4.0
1001,7,31,0,0.0,6.0
1001,8,1,0,0.0,5.0
1001,9,2,0,0.0,5.0
1001,10,3,0,0.0,9.0
1001,4,4,0,0.0,0.0
1001,5,5,0,0.0,10.0
1001,6,6,0,0.0,4.0
1001,7,7,0,0.0,1.0
1001,8,8,0,0.0,10.0
1001,9,9,0,0.0,8.0
1001,10,10,1,0.0,14.0
1001,4,11,0,0.0,25.0
1001,5,12,0,0.0,6.0
1001,6,13,1,0.0,6.0
1001,7,14,0,0.0,10.0
1001,8,15,0,0.0,15.0
1001,9,16,0,0.0,9.0
1001,10,17,1,0.0,16.0
1001,4,18,1,0.0,9.0
1001,5,19,1,0.0,1.0
1001,6,20,1,0.0,0.0
1001,7,21,1,0.0,2.0
1001,8,22,1,0.0,4.0
1001,9,23,1,0.0,2.0
1001,10,24,1,0.0,1.0
1001,4,25,1,0.0,0.0
1001,5,26,1,0.0,2.0
1001,6,27,1,0.0,3.0
1001,7,28,1,0.0,4.0
1001,8,1,1,0.0,8.0
1001,9,2,1,0.0,9.0
1001,10,3,1,0.0,8.0
1001,4,4,1,0.0,12.0
1001,5,5,0,0.0,9.0
1001,6,6,0,0.0,3.0
1001,7,7,0,0.0,5.0
1001,8,8,0,0.0,5.0
1001,9,9,0,0.0,13.0
1001,10,10,0,0.0,5.0
1001,4,11,0,0.0,10.0
1001,5,12,0,0.0,5.0
