1001,5,1,0,0
1001,6,2,0,0
1001,7,3,0,0
1001,8,4,0,0
1001,9,5,0,0
1001,10,6,0,0
1001,4,7,0,0
1001,5,8,0,0
1001,6,9,0,0
1001,7,10,0,0
1001,8,11,0,0
1001,9,12,0,0
1001,10,13,0,0
1001,4,14,0,0
1001,5,15,0,0
1001,6,16,0,0
1001,7,17,0,0
1001,8,18,0,0
1001,9,19,0,0
1001,10,20,0,0
1001,4,21,0,0
1001,5,22,0,0
1001,6,23,0,0
1001,7,24,0,0
1001,8,25,0,0
1001,9,26,0,0
1001,10,27,0,0
1001,4,28,0,0
1001,5,29,0,0
1001,6,30,0,0
1002,5,1,0,0
1002,6,2,0,0
1002,7,3,0,0
1002,8,4,0,0
1002,9,5,0,0
1002,10,6,0,0
1002,4,7,0,0
1002,5,8,0,0
1002,6,9,0,0
1002,7,10,0,0
1002,8,11,0,0
1002,9,12,0,0
1002,10,13,0,0
1002,4,14,0,0
1002,5,15,0,0
1002,6,16,0,0
1002,7,17,0,0
1002,8,18,0,0
1002,9,19,0,0
1002,10,20,0,0
1002,4,21,0,0
1002,5,22,0,0
1002,6,23,0,0
1002,7,24,0,0
1002,8,25,0,0
1002,9,26,0,0
1002,10,27,0,0
1002,4,28,0,0
1002,5,29,0,0
1002,6,30,0,0
1004,5,1,0,0
1004,6,2,0,0
1004,7,3,0,0
1004,8,4,0,0
1004,9,5,0,0
1004,10,6,0,0
1004,4,7,0,0
1004,5,8,0,0
1004,6,9,0,0
1004,7,10,0,0
1004,8,11,0,0
1004,9,12,0,0
1004,10,13,0,0
1004,4,14,0,0
1004,5,15,0,0
1004,6,16,0,0
1004,7,17,0,0
1004,8,18,0,0
1004,9,19,0,0
1004,10,20,0,0
1004,4,21,0,0
1004,5,22,0,0
1004,6,23,0,0
1004,7,24,0,0
1004,8,25,0,0
1004,9,26,0,0
1004,10,27,0,0
1004,4,28,0,0
1004,5,29,0,0
1004,6,30,0,0
1005,5,1,0,0
1005,6,2,0,0
1005,7,3,0,0
1005,8,4,0,0
1005,9,5,0,0
1005,10,6,0,0
1005,4,7,0,0
1005,5,8,0,0
1005,6,9,0,0
1005,7,10,0,0
1005,8,11,0,0
1005,9,12,0,0
1005,10,13,0,0
1005,4,14,0,0
1005,5,15,0,0
1005,6,16,0,0
1005,7,17,0,0
1005,8,18,0,0
1005,9,19,0,0
1005,10,20,0,0
1005,4,21,0,0
1005,5,22,0,0
1005,6,23,0,0
1005,7,24,0,0
1005,8,25,0,0
1005,9,26,0,0
1005,10,27,0,0
1005,4,28,0,0
1005,5,29,0,0
1005,6,30,0,0
1099,5,1,0,0
1099,6,2,0,0
1099,7,3,0,0
1099,8,4,0,0
1099,9,5,0,0
1099,10,6,0,0
1099,4,7,0,0
1099,5,8,0,0
1099,6,9,0,0
1099,7,10,0,0
1099,8,11,0,0
1099,9,12,0,0
1099,10,13,0,0
1099,4,14,0,0
1099,5,15,0,0
1099,6,16,0,0
1099,7,17,0,0
1099,8,18,0,0
1099,9,19,0,0
1099,10,20,0,0
1099,4,21,0,0
1099,5,22,0,0
1099,6,23,0,0
1099,7,24,0,0
1099,8,25,0,0
1099,9,26,0,0
1099,10,27,0,0
1099,4,28,0,0
1099,5,29,0,0
1099,6,30,0,0
1101,5,1,0,0
1101,6,2,0,0
1101,7,3,0,0
1101,8,4,0,0
1101,9,5,0,0
1101,10,6,0,0
1101,4,7,0,0
1101,5,8,0,0
1101,6,9,0,0
1101,7,10,0,0
1101,8,11,0,0
1101,9,12,0,0
1101,10,13,0,0
1101,4,14,0,0
1101,5,15,0,0
1101,6,16,0,0
1101,7,17,0,0
1101,8,18,0,0
1101,9,19,0,0
1101,10,20,0,0
1101,4,21,0,0
1101,5,22,0,0
1101,6,23,0,0
1101,7,24,0,0
1101,8,25,0,0
1101,9,26,0,0
1101,10,27,0,0
1101,4,28,0,0
1101,5,29,0,0
1101,6,30,0,0
1102,5,1,0,0
1102,6,2,0,0
1102,7,3,0,0
1102,8,4,0,0
1102,9,5,0,0
1102,10,6,0,0
1102,4,7,0,0
1102,5,8,0,0
1102,6,9,0,0
1102,7,10,0,0
1102,8,11,0,0
1102,9,12,0,0
1102,10,13,0,0
1102,4,14,0,0
1102,5,15,0,0
1102,6,16,0,0
1102,7,17,0,0
1102,8,18,0,0
1102,9,19,0,0
1102,10,20,0,0
1102,4,21,0,0
1102,5,22,0,0
1102,6,23,0,0
1102,7,24,0,0
1102,8,25,0,0
1102,9,26,0,0
1102,10,27,0,0
1102,4,28,0,0
1102,5,29,0,0
1102,6,30,0,0
1103,5,1,0,0
1103,6,2,0,0
1103,7,3,0,0
1103,8,4,0,0
1103,9,5,0,0
1103,10,6,0,0
1103,4,7,0,0
1103,5,8,0,0
1103,6,9,0,0
1103,7,10,0,0
1103,8,11,0,0
1103,9,12,0,0
1103,10,13,0,0
1103,4,14,0,0
1103,5,15,0,0
1103,6,16,0,0
1103,7,17,0,0
1103,8,18,0,0
1103,9,19,0,0
1103,10,20,0,0
1103,4,21,0,0
1103,5,22,0,0
1103,6,23,0,0
1103,7,24,0,0
1103,8,25,0,0
1103,9,26,0,0
1103,10,27,0,0
1103,4,28,0,0
1103,5,29,0,0
1103,6,30,0,0
1201,5,1,0,0
1201,6,2,0,0
1201,7,3,0,0
1201,8,4,0,0
1201,9,5,0,0
1201,10,6,0,0
1201,4,7,0,0
1201,5,8,0,0
1201,6,9,0,0
1201,7,10,0,0
1201,8,11,0,0
1201,9,12,0,0
1201,10,13,0,0
1201,4,14,0,0
1201,5,15,0,0
1201,6,16,0,0
1201,7,17,0,0
1201,8,18,0,0
1201,9,19,0,0
1201,10,20,0,0
1201,4,21,0,0
1201,5,22,0,0
1201,6,23,0,0
1201,7,24,0,0
1201,8,25,0,0
1201,9,26,0,0
1201,10,27,0,0
1201,4,28,0,0
1201,5,29,0,0
1201,6,30,0,0
1202,5,1,0,0
1202,6,2,0,0
1202,7,3,0,0
1202,8,4,0,0
1202,9,5,0,0
1202,10,6,0,0
1202,4,7,0,0
1202,5,8,0,0
1202,6,9,0,0
1202,7,10,0,0
1202,8,11,0,0
1202,9,12,0,0
1202,10,13,0,0
1202,4,14,0,0
1202,5,15,0,0
1202,6,16,0,0
1202,7,17,0,0
1202,8,18,0,0
1202,9,19,0,0
1202,10,20,0,0
1202,4,21,0,0
1202,5,22,0,0
1202,6,23,0,0
1202,7,24,0,0
1202,8,25,0,0
1202,9,26,0,0
1202,10,27,0,0
1202,4,28,0,0
1202,5,29,0,0
1202,6,30,0,0
1203,5,1,0,0
1203,6,2,0,0
1203,7,3,0,0
1203,8,4,0,0
1203,9,5,0,0
1203,10,6,0,0
1203,4,7,0,0
1203,5,8,0,0
1203,6,9,0,0
1203,7,10,0,0
1203,8,11,0,0
1203,9,12,0,0
1203,10,13,0,0
1203,4,14,0,0
1203,5,15,0,0
1203,6,16,0,0
1203,7,17,0,0
1203,8,18,0,0
1203,9,19,0,0
1203,10,20,0,0
1203,4,21,0,0
1203,5,22,0,0
